name	family	genus	species
A45R_scaffold159|length_798	Virgaviridae	Tobamovirus	Tomato mosaic virus
A35R_scaffold345|length_1539	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A2R_scaffold1141|length_1045	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold628|length_844	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold108|length_1123	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold143|length_1750	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold596|length_583	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold256|length_905	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A28R_scaffold1188|length_575	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1187|length_575	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1186|length_575	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1185|length_575	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1042|length_775	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1242|length_559	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1243|length_559	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A2R_scaffold2107|length_673	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold795|length_523	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold306|length_1041	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold791|length_742	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A2R_scaffold72|length_2906	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold39|length_2539	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold172|length_848	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold324|length_525	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold457|length_522	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold66|length_1295	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A8R_scaffold161|length_1416	Virgaviridae	Tobamovirus	Tomato mosaic virus
A8R_scaffold107|length_1570	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold510|length_675	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold221|length_747	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold273|length_838	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A36R_scaffold911|length_640	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold545|length_813	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold542|length_813	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold413|length_747	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold412|length_747	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold116|length_2006	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold68|length_1952	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A55R_scaffold126|length_1074	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold101|length_1531	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold10|length_2021	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold993|length_650	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A18R_scaffold1473|length_562	Virgaviridae	Tobamovirus	Tomato mosaic virus
A11R_scaffold1004|length_562	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold642|length_574	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold542|length_648	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A48R_scaffold15|length_2130	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold726|length_543	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A53R_scaffold247|length_905	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1261|length_537	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold1313|length_541	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold12|length_2372	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1203|length_770	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold452|length_719	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold29|length_2621	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A38R_scaffold759|length_905	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A37R_scaffold1568|length_685	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A53R_scaffold836|length_629	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold809|length_676	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A33R_scaffold17|length_2533	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold36|length_2539	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold498|length_856	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold485|length_647	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold285|length_871	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold800|length_680	Virgaviridae	Tobamovirus	Tomato mosaic virus
A16R_scaffold1290|length_739	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold594|length_639	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A4R_scaffold337|length_811	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold459|length_842	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A36R_scaffold128|length_1475	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold17|length_2781	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold114|length_1099	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold261|length_1093	Virgaviridae	Tobamovirus	Tomato mosaic virus
A20R_scaffold166|length_1148	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold361|length_973	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1360|length_734	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1359|length_734	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1914|length_623	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold852|length_510	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold688|length_733	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A47R_scaffold12|length_2494	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1593|length_617	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A50R_scaffold59|length_1088	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2410|length_549	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A11R_scaffold112|length_1257	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold1629|length_509	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold292|length_560	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold825|length_514	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold710|length_525	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold2659|length_524	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold260|length_983	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold38|length_2539	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold27|length_2541	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold280|length_1075	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold377|length_738	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold106|length_1287	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold800|length_737	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold99|length_1647	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold278|length_878	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold683|length_964	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold142|length_1591	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A28R_scaffold469|length_949	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1539|length_690	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold195|length_789	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold284|length_663	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold1084|length_760	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1594|length_617	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold158|length_1001	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A26R_scaffold927|length_842	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1312|length_546	Alphaflexiviridae	Potexvirus	Cactus virus X
A44R_scaffold425|length_867	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold668|length_736	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold503|length_637	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold663|length_972	Betaflexiviridae	Carlavirus	Shallot latent virus
A45R_scaffold334|length_513	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A53R_scaffold1306|length_546	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A37R_scaffold124|length_1702	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold64|length_2313	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold63|length_2315	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold132|length_1411	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold237|length_678	Virgaviridae	Tobamovirus	Tomato mosaic virus
A42R_scaffold1350|length_608	Betaflexiviridae	Carlavirus	Shallot latent virus
A40R_scaffold708|length_537	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold902|length_612	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold20|length_2456	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1356|length_529	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold129|length_1691	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A33R_scaffold514|length_955	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold332|length_1027	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold26|length_2541	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold170|length_1325	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold746|length_504	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold745|length_504	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold744|length_504	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold236|length_719	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold458|length_669	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold457|length_669	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold461|length_668	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold371|length_776	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A40R_scaffold124|length_1852	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold416|length_923	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold2|length_4025	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold72|length_1757	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2856|length_505	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold158|length_798	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold157|length_798	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold82|length_1036	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold569|length_800	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold41|length_2036	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A40R_scaffold175|length_1603	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold405|length_927	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold221|length_1044	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold154|length_802	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold246|length_905	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold245|length_905	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold782|length_505	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A29R_scaffold116|length_1494	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold43|length_1467	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold126|length_838	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1012|length_601	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold516|length_671	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold530|length_900	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold1190|length_659	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold37|length_2539	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold184|length_762	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold451|length_524	Virgaviridae	Tobamovirus	Tomato mosaic virus
A41R_scaffold404|length_752	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A46R_scaffold556|length_642	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A12R_scaffold1198|length_677	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold885|length_648	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1665|length_506	Alphaflexiviridae	Potexvirus	Cactus virus X
A36R_scaffold425|length_902	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold424|length_903	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold621|length_608	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1077|length_578	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold605|length_1001	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold188|length_955	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1828|length_638	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A55R_scaffold376|length_774	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold187|length_816	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1202|length_770	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold1201|length_770	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold212|length_1679	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold224|length_1039	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold259|length_983	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold104|length_1183	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold359|length_752	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold488|length_646	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold487|length_646	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A28R_scaffold178|length_1427	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold85|length_1688	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold86|length_1688	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A57R_scaffold550|length_502	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold395|length_962	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold394|length_962	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold393|length_962	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold612|length_615	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold962|length_619	Virgaviridae	Tobamovirus	Tomato mosaic virus
A12R_scaffold1574|length_583	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold451|length_719	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold31|length_1603	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold491|length_643	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A36R_scaffold808|length_676	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1705|length_501	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1706|length_501	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold143|length_917	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold2448|length_545	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold262|length_1344	Virgaviridae	Tobamovirus	Tomato mosaic virus
A33R_scaffold608|length_898	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold61|length_1923	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2894|length_503	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold89|length_1651	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold201|length_711	Virgaviridae	Tobamovirus	Tomato mosaic virus
A18R_scaffold955|length_709	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold408|length_712	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A23R_scaffold603|length_860	Alphaflexiviridae	Potexvirus	Cactus virus X
A22R_scaffold254|length_1311	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold73|length_1757	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold43|length_2533	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold225|length_1172	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1463|length_503	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold523|length_664	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold652|length_750	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A13R_scaffold1328|length_692	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold372|length_776	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A58R_scaffold89|length_1384	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold1058|length_769	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1057|length_769	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold1056|length_769	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold248|length_905	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold634|length_989	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1091|length_801	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold289|length_1237	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A9R_scaffold789|length_703	Alphaflexiviridae	Potexvirus	Cactus virus X
A56R_scaffold472|length_702	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold186|length_1409	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold1856|length_537	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold41|length_1207	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A23R_scaffold8|length_2559	Alphaflexiviridae	Potexvirus	Cactus virus X
A40R_scaffold42|length_2533	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold289|length_562	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold769|length_538	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A36R_scaffold880|length_650	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold510|length_755	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A50R_scaffold431|length_618	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A38R_scaffold1160|length_737	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold161|length_1232	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold83|length_1219	Alphaflexiviridae	Potexvirus	Cactus virus X
A45R_scaffold332|length_515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold460|length_668	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold91|length_1651	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold106|length_2018	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A38R_scaffold1772|length_585	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A26R_scaffold2382|length_532	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold1680|length_665	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold454|length_523	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1469|length_502	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold588|length_784	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold328|length_520	Virgaviridae	Tobamovirus	Tomato mosaic virus
A29R_scaffold237|length_1185	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold1005|length_603	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold18|length_2036	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold517|length_743	Alphaflexiviridae	Potexvirus	Cactus virus X
A40R_scaffold147|length_1726	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A57R_scaffold11|length_1544	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold190|length_1273	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold69|length_1443	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold65|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A60R_scaffold107|length_1026	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold275|length_590	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold326|length_524	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold23|length_1698	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A22R_scaffold10|length_2858	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold480|length_511	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A40R_scaffold417|length_923	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold276|length_589	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold474|length_861	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold689|length_733	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold687|length_733	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold20|length_1612	Alphaflexiviridae	Potexvirus	Cactus virus X
A58R_scaffold486|length_646	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold614|length_576	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A23R_scaffold20|length_2094	Alphaflexiviridae	Potexvirus	Cactus virus X
A39R_scaffold142|length_927	Virgaviridae	Tobamovirus	Tomato mosaic virus
A13R_scaffold307|length_1219	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A6R_scaffold701|length_713	Picornaviridae	Cardiovirus	Cardiovirus B
A38R_scaffold1854|length_572	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold41|length_2533	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold261|length_1344	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold606|length_777	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold516|length_628	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A34R_scaffold58|length_1745	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold459|length_1130	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A56R_scaffold235|length_1018	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold234|length_1018	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold233|length_1018	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1457|length_506	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A46R_scaffold869|length_505	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A36R_scaffold139|length_1427	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold463|length_954	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A57R_scaffold100|length_905	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold250|length_1389	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A58R_scaffold99|length_1336	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A29R_scaffold351|length_1044	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1664|length_506	Alphaflexiviridae	Potexvirus	Cactus virus X
A56R_scaffold846|length_507	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A40R_scaffold40|length_2533	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold563|length_1036	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold397|length_961	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold19|length_2036	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A33R_scaffold1431|length_614	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold68|length_1482	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A53R_scaffold767|length_647	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A39R_scaffold152|length_885	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold398|length_560	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold373|length_1024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold75|length_1454	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold554|length_702	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold36|length_1670	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A25R_scaffold469|length_954	Virgaviridae	Tobamovirus	Tomato mosaic virus
A60R_scaffold135|length_948	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold53|length_1512	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold52|length_1512	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold51|length_1512	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold50|length_1512	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold49|length_1512	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold55|length_1507	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold64|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold63|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold62|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold61|length_1506	Virgaviridae	Tobamovirus	Tobacco mosaic virus
