name	circle	family	raw_family
A6D_scaffold606|length_3383	linear	Myoviridae	Myoviridae
A6D_scaffold652|length_3189	linear	Myoviridae	Myoviridae
A6D_scaffold687|length_3076	linear	Myoviridae	Myoviridae
A6D_scaffold695|length_3042	linear	Myoviridae	Myoviridae
A6D_scaffold739|length_2938	linear	Myoviridae	Myoviridae
A6D_scaffold805|length_2768	linear	Myoviridae	Myoviridae
A6D_scaffold817|length_2740	linear	Myoviridae	Myoviridae
A6D_scaffold1045|length_2293	linear	Myoviridae	Myoviridae
A6D_scaffold1391|length_1899	linear	Myoviridae	Myoviridae
A6D_scaffold1476|length_1817	linear	Myoviridae	Myoviridae
A6D_scaffold1503|length_1800	linear	Myoviridae	Myoviridae
A6D_scaffold1647|length_1673	linear	Myoviridae	Myoviridae
A6D_scaffold1973|length_1479	linear	Myoviridae	Myoviridae
A6D_scaffold2014|length_1457	linear	Myoviridae	Myoviridae
A6D_scaffold2039|length_1445	linear	Myoviridae	Myoviridae
A6D_scaffold2205|length_1381	linear	Myoviridae	Myoviridae
A6D_scaffold2209|length_1379	linear	Myoviridae	Myoviridae
A6D_scaffold2269|length_1352	linear	Myoviridae	Myoviridae
A6D_scaffold3070|length_1102	linear	Myoviridae	Myoviridae
A6D_scaffold3128|length_1091	linear	Myoviridae	Myoviridae
A6D_scaffold3308|length_1048	linear	Myoviridae	Myoviridae
A6D_scaffold3378|length_1035	circular	Myoviridae	Myoviridae
A7D_scaffold30|length_9743	linear	Myoviridae	Myoviridae
A7D_scaffold113|length_5679	linear	Myoviridae	Myoviridae
A7D_scaffold166|length_4781	linear	Myoviridae	Myoviridae
A7D_scaffold227|length_4169	linear	Myoviridae	Myoviridae
A7D_scaffold244|length_4087	linear	Myoviridae	Myoviridae
A7D_scaffold253|length_4043	linear	Myoviridae	Myoviridae
A7D_scaffold299|length_3808	linear	Myoviridae	Myoviridae
A7D_scaffold351|length_3508	linear	Myoviridae	Myoviridae
A7D_scaffold404|length_3299	linear	Myoviridae	Myoviridae
A7D_scaffold429|length_3211	linear	Myoviridae	Myoviridae
A7D_scaffold623|length_2719	linear	Myoviridae	Myoviridae
A7D_scaffold640|length_2689	linear	Myoviridae	Myoviridae
A7D_scaffold657|length_2661	circular	Myoviridae	Myoviridae
A7D_scaffold717|length_2550	circular	Myoviridae	Myoviridae
A7D_scaffold863|length_2334	linear	Myoviridae	Myoviridae
A7D_scaffold875|length_2319	linear	Myoviridae	Myoviridae
A7D_scaffold1179|length_2010	linear	Myoviridae	Myoviridae
A7D_scaffold1464|length_1790	circular	Myoviridae	Myoviridae
A7D_scaffold1745|length_1646	circular	Myoviridae	Myoviridae
A7D_scaffold1779|length_1622	circular	Myoviridae	Myoviridae
A7D_scaffold1817|length_1604	linear	Myoviridae	Myoviridae
A7D_scaffold1974|length_1526	linear	Myoviridae	Myoviridae
A7D_scaffold2122|length_1458	circular	Myoviridae	Myoviridae
A7D_scaffold2123|length_1458	linear	Myoviridae	Myoviridae
A7D_scaffold2443|length_1336	linear	Myoviridae	Myoviridae
A7D_scaffold2478|length_1327	linear	Myoviridae	Myoviridae
A7D_scaffold2554|length_1306	linear	Myoviridae	Myoviridae
A7D_scaffold2577|length_1298	linear	Myoviridae	Myoviridae
A7D_scaffold2919|length_1216	linear	Myoviridae	Myoviridae
A7D_scaffold3145|length_1168	linear	Myoviridae	Myoviridae
A7D_scaffold3729|length_1052	linear	Myoviridae	Myoviridae
A7D_scaffold3829|length_1036	linear	Myoviridae	Myoviridae
A7D_scaffold3873|length_1027	linear	Myoviridae	Myoviridae
A8D_scaffold53|length_10759	linear	Myoviridae	Myoviridae
A8D_scaffold163|length_5898	linear	Myoviridae	Myoviridae
A8D_scaffold195|length_5521	linear	Myoviridae	Myoviridae
A8D_scaffold200|length_5481	linear	Myoviridae	Myoviridae
A8D_scaffold223|length_5153	linear	Myoviridae	Myoviridae
A8D_scaffold229|length_5068	linear	Myoviridae	Myoviridae
A8D_scaffold341|length_4088	linear	Myoviridae	Myoviridae
A8D_scaffold346|length_4035	linear	Myoviridae	Myoviridae
A8D_scaffold697|length_2648	linear	Myoviridae	Myoviridae
A8D_scaffold766|length_2532	linear	Myoviridae	Myoviridae
A8D_scaffold1186|length_1970	linear	Myoviridae	Myoviridae
A8D_scaffold1426|length_1761	linear	Myoviridae	Myoviridae
A8D_scaffold1452|length_1738	linear	Myoviridae	Myoviridae
A8D_scaffold1694|length_1594	linear	Myoviridae	Myoviridae
A8D_scaffold1746|length_1569	linear	Myoviridae	Myoviridae
A8D_scaffold1804|length_1534	linear	Myoviridae	Myoviridae
A8D_scaffold2227|length_1350	linear	Myoviridae	Myoviridae
A8D_scaffold2600|length_1227	linear	Myoviridae	Myoviridae
A8D_scaffold2616|length_1223	linear	Myoviridae	Myoviridae
A8D_scaffold2715|length_1195	linear	Myoviridae	Myoviridae
A8D_scaffold2909|length_1146	linear	Myoviridae	Myoviridae
A8D_scaffold2955|length_1133	linear	Myoviridae	Myoviridae
A8D_scaffold3096|length_1101	linear	Myoviridae	Myoviridae
A8D_scaffold3493|length_1017	linear	Myoviridae	Myoviridae
A8D_scaffold3501|length_1015	linear	Myoviridae	Myoviridae
A9D_scaffold17|length_13734	linear	Myoviridae	Myoviridae
A9D_scaffold30|length_10706	linear	Myoviridae	Myoviridae
A9D_scaffold47|length_8097	linear	Myoviridae	Myoviridae
A9D_scaffold50|length_7703	linear	Myoviridae	Myoviridae
A9D_scaffold61|length_6728	linear	Myoviridae	Myoviridae
A9D_scaffold65|length_6428	linear	Myoviridae	Myoviridae
A9D_scaffold116|length_4473	linear	Myoviridae	Myoviridae
A9D_scaffold128|length_4298	circular	Myoviridae	Myoviridae
A9D_scaffold131|length_4226	linear	Myoviridae	Myoviridae
A9D_scaffold134|length_4182	linear	Myoviridae	Myoviridae
A9D_scaffold149|length_3974	linear	Myoviridae	Myoviridae
A9D_scaffold150|length_3969	linear	Myoviridae	Myoviridae
A9D_scaffold174|length_3728	linear	Myoviridae	Myoviridae
A9D_scaffold211|length_3317	linear	Myoviridae	Myoviridae
A9D_scaffold220|length_3166	linear	Myoviridae	Myoviridae
A9D_scaffold246|length_2980	linear	Myoviridae	Myoviridae
A9D_scaffold247|length_2978	linear	Myoviridae	Myoviridae
A9D_scaffold254|length_2914	linear	Myoviridae	Myoviridae
A9D_scaffold266|length_2805	linear	Myoviridae	Myoviridae
A9D_scaffold267|length_2788	linear	Myoviridae	Myoviridae
A9D_scaffold366|length_2354	linear	Myoviridae	Myoviridae
A9D_scaffold379|length_2315	linear	Myoviridae	Myoviridae
A9D_scaffold483|length_2022	circular	Myoviridae	Myoviridae
A9D_scaffold581|length_1845	linear	Myoviridae	Myoviridae
A9D_scaffold643|length_1742	linear	Myoviridae	Myoviridae
A9D_scaffold765|length_1568	linear	Myoviridae	Myoviridae
A9D_scaffold1161|length_1275	linear	Myoviridae	Myoviridae
A9D_scaffold1341|length_1188	linear	Myoviridae	Myoviridae
A9D_scaffold1389|length_1169	linear	Myoviridae	Myoviridae
A9D_scaffold1473|length_1140	circular	Myoviridae	Myoviridae
A9D_scaffold1497|length_1130	circular	Myoviridae	Myoviridae
A9D_scaffold1539|length_1113	linear	Myoviridae	Myoviridae
A9D_scaffold1623|length_1088	linear	Myoviridae	Myoviridae
A9D_scaffold1799|length_1037	linear	Myoviridae	Myoviridae
A9D_scaffold1828|length_1030	linear	Myoviridae	Myoviridae
A10D_scaffold1|length_29204	linear	Siphoviridae	Siphoviridae
A10D_scaffold6|length_16815	linear	Siphoviridae	Siphoviridae
A10D_scaffold46|length_8453	linear	Siphoviridae	Siphoviridae
A10D_scaffold58|length_7708	linear	Siphoviridae	Siphoviridae
A10D_scaffold75|length_6868	linear	Siphoviridae	Siphoviridae
A10D_scaffold85|length_6421	linear	Siphoviridae	Siphoviridae
A10D_scaffold87|length_6388	linear	Siphoviridae	Siphoviridae
A10D_scaffold91|length_6302	linear	Siphoviridae	Siphoviridae
A10D_scaffold121|length_5730	linear	Siphoviridae	Siphoviridae
A10D_scaffold142|length_5553	linear	Siphoviridae	Siphoviridae
A10D_scaffold149|length_5447	linear	Siphoviridae	Siphoviridae
A10D_scaffold150|length_5444	linear	Siphoviridae	Siphoviridae
A10D_scaffold171|length_5186	linear	Siphoviridae	Siphoviridae
A10D_scaffold211|length_4776	linear	Siphoviridae	Siphoviridae
A10D_scaffold249|length_4515	linear	Siphoviridae	Siphoviridae
A10D_scaffold265|length_4412	linear	Siphoviridae	Siphoviridae
A10D_scaffold266|length_4410	linear	Siphoviridae	Siphoviridae
A10D_scaffold304|length_4226	linear	Siphoviridae	Siphoviridae
A10D_scaffold331|length_4100	linear	Siphoviridae	Siphoviridae
A10D_scaffold336|length_4084	linear	Siphoviridae	Siphoviridae
A10D_scaffold374|length_3934	linear	Siphoviridae	Siphoviridae
A10D_scaffold397|length_3840	linear	Siphoviridae	Siphoviridae
A10D_scaffold419|length_3785	linear	Siphoviridae	Siphoviridae
A10D_scaffold479|length_3562	circular	Siphoviridae	Siphoviridae
A10D_scaffold512|length_3461	linear	Siphoviridae	Siphoviridae
A10D_scaffold643|length_3126	linear	Siphoviridae	Siphoviridae
A10D_scaffold739|length_2947	linear	Siphoviridae	Siphoviridae
A10D_scaffold816|length_2819	linear	Siphoviridae	Siphoviridae
A10D_scaffold886|length_2732	linear	Siphoviridae	Siphoviridae
A10D_scaffold1042|length_2529	linear	Siphoviridae	Siphoviridae
A10D_scaffold1118|length_2455	linear	Siphoviridae	Siphoviridae
A10D_scaffold1139|length_2437	circular	Siphoviridae	Siphoviridae
A10D_scaffold1255|length_2329	linear	Siphoviridae	Siphoviridae
A10D_scaffold1257|length_2328	linear	Siphoviridae	Siphoviridae
A10D_scaffold1283|length_2301	linear	Siphoviridae	Siphoviridae
A10D_scaffold1430|length_2195	circular	Siphoviridae	Siphoviridae
A10D_scaffold1508|length_2125	linear	Siphoviridae	Siphoviridae
A10D_scaffold1597|length_2055	linear	Siphoviridae	Siphoviridae
A10D_scaffold1670|length_2014	linear	Siphoviridae	Siphoviridae
A10D_scaffold1709|length_1985	linear	Siphoviridae	Siphoviridae
A10D_scaffold1712|length_1985	linear	Siphoviridae	Siphoviridae
A10D_scaffold2092|length_1800	linear	Siphoviridae	Siphoviridae
A10D_scaffold2138|length_1784	linear	Siphoviridae	Siphoviridae
A10D_scaffold2212|length_1754	linear	Siphoviridae	Siphoviridae
A10D_scaffold2321|length_1707	linear	Siphoviridae	Siphoviridae
A10D_scaffold2343|length_1700	linear	Siphoviridae	Siphoviridae
A10D_scaffold2365|length_1692	linear	Siphoviridae	Siphoviridae
A10D_scaffold2430|length_1676	linear	Siphoviridae	Siphoviridae
A10D_scaffold2476|length_1660	circular	Siphoviridae	Siphoviridae
A10D_scaffold2499|length_1653	linear	Siphoviridae	Siphoviridae
A10D_scaffold2535|length_1641	linear	Siphoviridae	Siphoviridae
A10D_scaffold2577|length_1629	linear	Siphoviridae	Siphoviridae
A10D_scaffold2691|length_1593	linear	Siphoviridae	Siphoviridae
A10D_scaffold2714|length_1586	linear	Siphoviridae	Siphoviridae
A10D_scaffold2832|length_1548	linear	Siphoviridae	Siphoviridae
A10D_scaffold2957|length_1511	linear	Siphoviridae	Siphoviridae
A10D_scaffold3031|length_1488	linear	Siphoviridae	Siphoviridae
A10D_scaffold3193|length_1444	linear	Siphoviridae	Siphoviridae
A10D_scaffold3381|length_1389	linear	Siphoviridae	Siphoviridae
A10D_scaffold3518|length_1357	linear	Siphoviridae	Siphoviridae
A10D_scaffold3639|length_1333	linear	Siphoviridae	Siphoviridae
A10D_scaffold3643|length_1330	linear	Siphoviridae	Siphoviridae
A10D_scaffold3717|length_1314	linear	Siphoviridae	Siphoviridae
A10D_scaffold4180|length_1227	linear	Siphoviridae	Siphoviridae
A10D_scaffold4231|length_1217	linear	Siphoviridae	Siphoviridae
A10D_scaffold4321|length_1203	linear	Siphoviridae	Siphoviridae
A10D_scaffold4684|length_1145	linear	Siphoviridae	Siphoviridae
A10D_scaffold4825|length_1123	linear	Siphoviridae	Siphoviridae
A10D_scaffold4994|length_1099	linear	Siphoviridae	Siphoviridae
A10D_scaffold5138|length_1081	linear	Siphoviridae	Siphoviridae
A10D_scaffold5775|length_1005	linear	Siphoviridae	Siphoviridae
A11D_scaffold1|length_30023	linear	Siphoviridae	Siphoviridae
A11D_scaffold4|length_21831	linear	Siphoviridae	Siphoviridae
A11D_scaffold5|length_21628	linear	Siphoviridae	Siphoviridae
A11D_scaffold7|length_20826	linear	Siphoviridae	Siphoviridae
A11D_scaffold8|length_20138	linear	Siphoviridae	Siphoviridae
A11D_scaffold9|length_19775	linear	Siphoviridae	Siphoviridae
A11D_scaffold37|length_10002	linear	Siphoviridae	Siphoviridae
A11D_scaffold38|length_9375	linear	Siphoviridae	Siphoviridae
A11D_scaffold41|length_8637	linear	Siphoviridae	Siphoviridae
A11D_scaffold42|length_8588	linear	Siphoviridae	Siphoviridae
A11D_scaffold79|length_6630	linear	Siphoviridae	Siphoviridae
A11D_scaffold89|length_6165	linear	Siphoviridae	Siphoviridae
A11D_scaffold103|length_5675	linear	Siphoviridae	Siphoviridae
A11D_scaffold105|length_5578	linear	Siphoviridae	Siphoviridae
A11D_scaffold112|length_5383	linear	Siphoviridae	Siphoviridae
A11D_scaffold119|length_5334	linear	Siphoviridae	Siphoviridae
A11D_scaffold131|length_5087	linear	Siphoviridae	Siphoviridae
A11D_scaffold135|length_5010	linear	Siphoviridae	Siphoviridae
A11D_scaffold142|length_4828	circular	Siphoviridae	Siphoviridae
A11D_scaffold149|length_4705	circular	Siphoviridae	Siphoviridae
A11D_scaffold175|length_4368	linear	Siphoviridae	Siphoviridae
A11D_scaffold188|length_4212	linear	Siphoviridae	Siphoviridae
A11D_scaffold209|length_3999	linear	Siphoviridae	Siphoviridae
A11D_scaffold211|length_3958	linear	Siphoviridae	Siphoviridae
A11D_scaffold224|length_3782	linear	Siphoviridae	Siphoviridae
A11D_scaffold233|length_3726	linear	Siphoviridae	Siphoviridae
A11D_scaffold239|length_3682	linear	Siphoviridae	Siphoviridae
A11D_scaffold241|length_3669	linear	Siphoviridae	Siphoviridae
A11D_scaffold269|length_3472	circular	Siphoviridae	Siphoviridae
A11D_scaffold289|length_3341	circular	Siphoviridae	Siphoviridae
A11D_scaffold294|length_3322	linear	Siphoviridae	Siphoviridae
A11D_scaffold369|length_3010	linear	Siphoviridae	Siphoviridae
A11D_scaffold374|length_3003	linear	Siphoviridae	Siphoviridae
A11D_scaffold430|length_2820	linear	Siphoviridae	Siphoviridae
A11D_scaffold446|length_2776	linear	Siphoviridae	Siphoviridae
A11D_scaffold453|length_2766	linear	Siphoviridae	Siphoviridae
A11D_scaffold468|length_2720	linear	Siphoviridae	Siphoviridae
A11D_scaffold483|length_2678	linear	Siphoviridae	Siphoviridae
A11D_scaffold488|length_2670	linear	Siphoviridae	Siphoviridae
A11D_scaffold537|length_2568	linear	Siphoviridae	Siphoviridae
A11D_scaffold547|length_2551	linear	Siphoviridae	Siphoviridae
A11D_scaffold575|length_2494	linear	Siphoviridae	Siphoviridae
A11D_scaffold621|length_2397	linear	Siphoviridae	Siphoviridae
A11D_scaffold637|length_2374	linear	Siphoviridae	Siphoviridae
A11D_scaffold661|length_2333	linear	Siphoviridae	Siphoviridae
A11D_scaffold680|length_2305	linear	Siphoviridae	Siphoviridae
A11D_scaffold732|length_2222	linear	Siphoviridae	Siphoviridae
A11D_scaffold733|length_2221	circular	Siphoviridae	Siphoviridae
A11D_scaffold740|length_2207	linear	Siphoviridae	Siphoviridae
A11D_scaffold755|length_2178	linear	Siphoviridae	Siphoviridae
A11D_scaffold767|length_2156	linear	Siphoviridae	Siphoviridae
A11D_scaffold770|length_2154	linear	Siphoviridae	Siphoviridae
A11D_scaffold905|length_1957	linear	Siphoviridae	Siphoviridae
A11D_scaffold946|length_1914	linear	Siphoviridae	Siphoviridae
A11D_scaffold993|length_1862	linear	Siphoviridae	Siphoviridae
A11D_scaffold1044|length_1815	linear	Siphoviridae	Siphoviridae
A11D_scaffold1105|length_1771	linear	Siphoviridae	Siphoviridae
A11D_scaffold1111|length_1765	linear	Siphoviridae	Siphoviridae
A11D_scaffold1141|length_1744	linear	Siphoviridae	Siphoviridae
A11D_scaffold1190|length_1708	linear	Siphoviridae	Siphoviridae
A11D_scaffold1202|length_1700	linear	Siphoviridae	Siphoviridae
A11D_scaffold1236|length_1677	circular	Siphoviridae	Siphoviridae
A11D_scaffold1263|length_1661	linear	Siphoviridae	Siphoviridae
A11D_scaffold1298|length_1638	linear	Siphoviridae	Siphoviridae
A11D_scaffold1355|length_1601	circular	Siphoviridae	Siphoviridae
A11D_scaffold1413|length_1569	linear	Siphoviridae	Siphoviridae
A11D_scaffold1436|length_1559	linear	Siphoviridae	Siphoviridae
A11D_scaffold1466|length_1545	linear	Siphoviridae	Siphoviridae
A11D_scaffold1576|length_1487	circular	Siphoviridae	Siphoviridae
A11D_scaffold1595|length_1482	linear	Siphoviridae	Siphoviridae
A11D_scaffold1744|length_1407	linear	Siphoviridae	Siphoviridae
A11D_scaffold1787|length_1392	linear	Siphoviridae	Siphoviridae
A11D_scaffold1891|length_1360	linear	Siphoviridae	Siphoviridae
A11D_scaffold1925|length_1346	linear	Siphoviridae	Siphoviridae
A11D_scaffold1974|length_1333	linear	Siphoviridae	Siphoviridae
A11D_scaffold1996|length_1324	linear	Siphoviridae	Siphoviridae
A11D_scaffold2175|length_1262	linear	Siphoviridae	Siphoviridae
A11D_scaffold2200|length_1255	linear	Siphoviridae	Siphoviridae
A11D_scaffold2215|length_1252	linear	Siphoviridae	Siphoviridae
A11D_scaffold2470|length_1184	linear	Siphoviridae	Siphoviridae
A11D_scaffold2490|length_1180	linear	Siphoviridae	Siphoviridae
A11D_scaffold2578|length_1161	circular	Siphoviridae	Siphoviridae
A11D_scaffold2708|length_1130	linear	Siphoviridae	Siphoviridae
A11D_scaffold2785|length_1111	linear	Siphoviridae	Siphoviridae
A11D_scaffold2863|length_1098	linear	Siphoviridae	Siphoviridae
A11D_scaffold3003|length_1069	circular	Siphoviridae	Siphoviridae
A11D_scaffold3160|length_1042	linear	Siphoviridae	Siphoviridae
A11D_scaffold3289|length_1021	linear	Siphoviridae	Siphoviridae
A11D_scaffold3357|length_1010	circular	Siphoviridae	Siphoviridae
A12D_scaffold4|length_22918	linear	Siphoviridae	Siphoviridae
A12D_scaffold27|length_11377	linear	Siphoviridae	Siphoviridae
A12D_scaffold58|length_8071	linear	Siphoviridae	Siphoviridae
A12D_scaffold67|length_7647	linear	Siphoviridae	Siphoviridae
A12D_scaffold121|length_5818	linear	Siphoviridae	Siphoviridae
A12D_scaffold196|length_4558	linear	Siphoviridae	Siphoviridae
A12D_scaffold208|length_4369	linear	Siphoviridae	Siphoviridae
A12D_scaffold237|length_4073	linear	Siphoviridae	Siphoviridae
A12D_scaffold264|length_3846	linear	Siphoviridae	Siphoviridae
A12D_scaffold273|length_3761	linear	Siphoviridae	Siphoviridae
A12D_scaffold305|length_3553	linear	Siphoviridae	Siphoviridae
A12D_scaffold315|length_3506	linear	Siphoviridae	Siphoviridae
A12D_scaffold324|length_3440	linear	Siphoviridae	Siphoviridae
A12D_scaffold353|length_3287	linear	Siphoviridae	Siphoviridae
A12D_scaffold455|length_2848	linear	Siphoviridae	Siphoviridae
A12D_scaffold462|length_2841	linear	Siphoviridae	Siphoviridae
A12D_scaffold480|length_2757	linear	Siphoviridae	Siphoviridae
A12D_scaffold561|length_2530	linear	Siphoviridae	Siphoviridae
A12D_scaffold563|length_2525	linear	Siphoviridae	Siphoviridae
A12D_scaffold576|length_2488	linear	Siphoviridae	Siphoviridae
A12D_scaffold682|length_2233	linear	Siphoviridae	Siphoviridae
A12D_scaffold692|length_2205	linear	Siphoviridae	Siphoviridae
A12D_scaffold708|length_2153	linear	Siphoviridae	Siphoviridae
A12D_scaffold724|length_2122	linear	Siphoviridae	Siphoviridae
A12D_scaffold837|length_1922	linear	Siphoviridae	Siphoviridae
A12D_scaffold970|length_1743	linear	Siphoviridae	Siphoviridae
A12D_scaffold1058|length_1659	linear	Siphoviridae	Siphoviridae
A12D_scaffold1070|length_1650	linear	Siphoviridae	Siphoviridae
A12D_scaffold1105|length_1622	linear	Siphoviridae	Siphoviridae
A12D_scaffold1199|length_1548	linear	Siphoviridae	Siphoviridae
A12D_scaffold1280|length_1479	linear	Siphoviridae	Siphoviridae
A12D_scaffold1469|length_1350	linear	Siphoviridae	Siphoviridae
A12D_scaffold1755|length_1217	linear	Siphoviridae	Siphoviridae
A12D_scaffold1807|length_1202	linear	Siphoviridae	Siphoviridae
A12D_scaffold2130|length_1084	linear	Siphoviridae	Siphoviridae
A13D_scaffold1|length_42215	linear	Siphoviridae	Siphoviridae
A13D_scaffold3|length_34411	linear	Siphoviridae	Siphoviridae
A13D_scaffold4|length_33548	linear	Siphoviridae	Siphoviridae
A13D_scaffold6|length_28067	linear	Siphoviridae	Siphoviridae
A13D_scaffold7|length_26161	linear	Siphoviridae	Siphoviridae
A13D_scaffold9|length_24760	linear	Siphoviridae	Siphoviridae
A13D_scaffold10|length_22467	linear	Siphoviridae	Siphoviridae
A13D_scaffold11|length_22291	linear	Siphoviridae	Siphoviridae
A13D_scaffold12|length_21768	linear	Siphoviridae	Siphoviridae
A13D_scaffold15|length_20651	linear	Siphoviridae	Siphoviridae
A13D_scaffold20|length_16996	linear	Siphoviridae	Siphoviridae
A13D_scaffold21|length_16201	linear	Siphoviridae	Siphoviridae
A13D_scaffold23|length_15486	linear	Siphoviridae	Siphoviridae
A13D_scaffold37|length_12098	linear	Siphoviridae	Siphoviridae
A13D_scaffold40|length_11171	linear	Siphoviridae	Siphoviridae
A13D_scaffold44|length_10287	circular	Siphoviridae	Siphoviridae
A13D_scaffold47|length_9989	linear	Siphoviridae	Siphoviridae
A13D_scaffold48|length_9975	linear	Siphoviridae	Siphoviridae
A13D_scaffold49|length_9842	linear	Siphoviridae	Siphoviridae
A13D_scaffold51|length_9435	linear	Siphoviridae	Siphoviridae
A13D_scaffold53|length_9342	linear	Siphoviridae	Siphoviridae
A13D_scaffold54|length_9335	linear	Siphoviridae	Siphoviridae
A13D_scaffold57|length_8856	linear	Siphoviridae	Siphoviridae
A13D_scaffold63|length_8473	linear	Siphoviridae	Siphoviridae
A13D_scaffold65|length_8384	linear	Siphoviridae	Siphoviridae
A13D_scaffold67|length_8316	linear	Siphoviridae	Siphoviridae
A13D_scaffold69|length_8239	linear	Siphoviridae	Siphoviridae
A13D_scaffold76|length_7875	linear	Siphoviridae	Siphoviridae
A13D_scaffold84|length_7552	linear	Siphoviridae	Siphoviridae
A13D_scaffold89|length_7283	linear	Siphoviridae	Siphoviridae
A13D_scaffold98|length_7025	linear	Siphoviridae	Siphoviridae
A13D_scaffold99|length_7000	linear	Siphoviridae	Siphoviridae
A13D_scaffold102|length_6983	linear	Siphoviridae	Siphoviridae
A13D_scaffold103|length_6973	linear	Siphoviridae	Siphoviridae
A13D_scaffold105|length_6946	linear	Siphoviridae	Siphoviridae
A13D_scaffold109|length_6780	linear	Siphoviridae	Siphoviridae
A13D_scaffold117|length_6490	linear	Siphoviridae	Siphoviridae
A13D_scaffold123|length_6314	linear	Siphoviridae	Siphoviridae
A13D_scaffold124|length_6270	linear	Siphoviridae	Siphoviridae
A13D_scaffold131|length_6122	linear	Siphoviridae	Siphoviridae
A13D_scaffold132|length_6118	linear	Siphoviridae	Siphoviridae
A13D_scaffold135|length_6076	linear	Siphoviridae	Siphoviridae
A13D_scaffold139|length_5973	circular	Siphoviridae	Siphoviridae
A13D_scaffold144|length_5901	linear	Siphoviridae	Siphoviridae
A13D_scaffold148|length_5860	linear	Siphoviridae	Siphoviridae
A13D_scaffold151|length_5792	linear	Siphoviridae	Siphoviridae
A13D_scaffold157|length_5618	linear	Siphoviridae	Siphoviridae
A13D_scaffold165|length_5426	linear	Siphoviridae	Siphoviridae
A13D_scaffold174|length_5275	linear	Siphoviridae	Siphoviridae
A13D_scaffold178|length_5259	linear	Siphoviridae	Siphoviridae
A13D_scaffold183|length_5130	linear	Siphoviridae	Siphoviridae
A13D_scaffold185|length_5107	linear	Siphoviridae	Siphoviridae
A13D_scaffold192|length_5023	linear	Siphoviridae	Siphoviridae
A13D_scaffold202|length_4908	linear	Siphoviridae	Siphoviridae
A13D_scaffold211|length_4824	linear	Siphoviridae	Siphoviridae
A13D_scaffold213|length_4795	linear	Siphoviridae	Siphoviridae
A13D_scaffold227|length_4637	linear	Siphoviridae	Siphoviridae
A13D_scaffold240|length_4521	linear	Siphoviridae	Siphoviridae
A13D_scaffold242|length_4494	linear	Siphoviridae	Siphoviridae
A13D_scaffold251|length_4354	linear	Siphoviridae	Siphoviridae
A13D_scaffold253|length_4336	linear	Siphoviridae	Siphoviridae
A13D_scaffold256|length_4287	linear	Siphoviridae	Siphoviridae
A13D_scaffold263|length_4221	linear	Siphoviridae	Siphoviridae
A13D_scaffold266|length_4189	linear	Siphoviridae	Siphoviridae
A13D_scaffold268|length_4138	linear	Siphoviridae	Siphoviridae
A13D_scaffold273|length_4111	linear	Siphoviridae	Siphoviridae
A13D_scaffold295|length_3884	circular	Siphoviridae	Siphoviridae
A13D_scaffold305|length_3785	linear	Siphoviridae	Siphoviridae
A13D_scaffold306|length_3783	circular	Siphoviridae	Siphoviridae
A13D_scaffold311|length_3743	linear	Siphoviridae	Siphoviridae
A13D_scaffold318|length_3709	linear	Siphoviridae	Siphoviridae
A13D_scaffold333|length_3575	linear	Siphoviridae	Siphoviridae
A13D_scaffold341|length_3535	linear	Siphoviridae	Siphoviridae
A13D_scaffold356|length_3405	linear	Siphoviridae	Siphoviridae
A13D_scaffold357|length_3404	linear	Siphoviridae	Siphoviridae
A13D_scaffold376|length_3263	linear	Siphoviridae	Siphoviridae
A13D_scaffold408|length_3049	linear	Siphoviridae	Siphoviridae
A13D_scaffold409|length_3035	circular	Siphoviridae	Siphoviridae
A13D_scaffold410|length_3028	linear	Siphoviridae	Siphoviridae
A13D_scaffold447|length_2852	circular	Siphoviridae	Siphoviridae
A13D_scaffold450|length_2839	linear	Siphoviridae	Siphoviridae
A13D_scaffold453|length_2831	linear	Siphoviridae	Siphoviridae
A13D_scaffold458|length_2820	linear	Siphoviridae	Siphoviridae
A13D_scaffold460|length_2815	linear	Siphoviridae	Siphoviridae
A13D_scaffold464|length_2804	linear	Siphoviridae	Siphoviridae
A13D_scaffold465|length_2797	circular	Siphoviridae	Siphoviridae
A13D_scaffold479|length_2752	linear	Siphoviridae	Siphoviridae
A13D_scaffold481|length_2749	linear	Siphoviridae	Siphoviridae
A13D_scaffold482|length_2744	linear	Siphoviridae	Siphoviridae
A13D_scaffold511|length_2632	linear	Siphoviridae	Siphoviridae
A13D_scaffold527|length_2594	linear	Siphoviridae	Siphoviridae
A13D_scaffold529|length_2592	linear	Siphoviridae	Siphoviridae
A13D_scaffold535|length_2572	linear	Siphoviridae	Siphoviridae
A13D_scaffold541|length_2552	circular	Siphoviridae	Siphoviridae
A13D_scaffold542|length_2543	linear	Siphoviridae	Siphoviridae
A13D_scaffold569|length_2453	linear	Siphoviridae	Siphoviridae
A13D_scaffold577|length_2425	linear	Siphoviridae	Siphoviridae
A13D_scaffold578|length_2416	linear	Siphoviridae	Siphoviridae
A13D_scaffold580|length_2408	circular	Siphoviridae	Siphoviridae
A13D_scaffold587|length_2383	linear	Siphoviridae	Siphoviridae
A13D_scaffold595|length_2369	linear	Siphoviridae	Siphoviridae
A13D_scaffold596|length_2365	linear	Siphoviridae	Siphoviridae
A13D_scaffold602|length_2341	linear	Siphoviridae	Siphoviridae
A13D_scaffold621|length_2310	linear	Siphoviridae	Siphoviridae
